a280_n279_bounded-strongly-corr_01.ttp 17609 37.675
a280_n279_bounded-strongly-corr_01.ttp 18264 60.004
a280_n279_bounded-strongly-corr_01.ttp 17490 27.741
a280_n279_bounded-strongly-corr_01.ttp -3186 23.809
a280_n279_bounded-strongly-corr_01.ttp 2169 60.008
a280_n279_bounded-strongly-corr_01.ttp 4156 60.011
a280_n279_bounded-strongly-corr_01.ttp 7493 60.003
